2027 GKS-U Available Departments,__EMPTY,__EMPTY_1,__EMPTY_2,__EMPTY_3,__EMPTY_4,__EMPTY_5,__EMPTY_6,__EMPTY_7,__EMPTY_8,__EMPTY_9,__EMPTY_10,__EMPTY_11,__EMPTY_12,__EMPTY_13,__EMPTY_14,__EMPTY_15,__EMPTY_16,Source_File,Sheet_Name,2027 GKS-Korea University Available Departments for Undergraduate Degrees,__EMPTY_17
30,경희대학교,Kyung Hee University,Embassy Track,A,Global,산업경영공학과,Department of Industrial & Management Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://eng.khu.ac.kr/ie,82-031-201-2552,,available departments (24).xlsx,KyungHee University,,
31,경희대학교,Kyung Hee University,Embassy Track,A,Global,원자력공학과,Department of Nuclear Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://eng.khu.ac.kr/ne,82-031-201-2558,,available departments (24).xlsx,KyungHee University,,
32,경희대학교,Kyung Hee University,Embassy Track,A,Global,화학공학과,Department of Chemical Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://eng.khu.ac.kr/chemeng,82-031-201-2529,,available departments (24).xlsx,KyungHee University,,
33,경희대학교,Kyung Hee University,Embassy Track,A,Global,신소재공학과,Department of Advanced Materials Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://eng.khu.ac.kr/amie,82-031-201-2989,,available departments (24).xlsx,KyungHee University,,
34,경희대학교,Kyung Hee University,Embassy Track,A,Global,사회기반시스템공학과,Department of Civil Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://eng.khu.ac.kr/civileng,82-031-201-2545,,available departments (24).xlsx,KyungHee University,,
35,경희대학교,Kyung Hee University,Embassy Track,A,Global,건축공학과,Department of Architectural Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://eng.khu.ac.kr/archieng,82-031-201-2536,,available departments (24).xlsx,KyungHee University,,
36,경희대학교,Kyung Hee University,Embassy Track,A,Global,환경학 및 환경공학과,Department of Environmental Science and Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://eng.khu.ac.kr/env,82-031-201-2426,,available departments (24).xlsx,KyungHee University,,
37,경희대학교,Kyung Hee University,Embassy Track,A,Global,전자공학부 반도체공학과,Department of Semiconductor Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://eni.khu.ac.kr/eni/user/contents/view.do?menuNo=2000040,,,available departments (24).xlsx,KyungHee University,,
38,경희대학교,Kyung Hee University,Embassy Track,A,Global,전자공학부 전자공학과,Department of Electronic Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://ee.khu.ac.kr/ee/user/main/view.do,,,available departments (24).xlsx,KyungHee University,,
39,경희대학교,Kyung Hee University,Embassy Track,A,Global,생체의공학과,Department of Biomedical Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://bme.khu.ac.kr/bme/user/main/view.do,,,available departments (24).xlsx,KyungHee University,,
40,경희대학교,Kyung Hee University,Embassy Track,A,Global,컴퓨터공학부 컴퓨터공학과,Department of Computer Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://ce.khu.ac.kr/ce/user/main/view.do,,,available departments (24).xlsx,KyungHee University,,
41,경희대학교,Kyung Hee University,Embassy Track,A,Global,컴퓨터공학부 인공지능학과,Department of Artificial Intelligence,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://ce.khu.ac.kr/ce/user/main/view.do,,,available departments (24).xlsx,KyungHee University,,
42,경희대학교,Kyung Hee University,Embassy Track,A,Global,소프트웨어융합학과,Department of Software Convergence,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://ce.khu.ac.kr/ce/user/contents/view.do?menuNo=1600055,,,available departments (24).xlsx,KyungHee University,,
43,경희대학교,Kyung Hee University,Embassy Track,A,Global,응용수학과,Department of Applied Mathematics,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://math.khu.ac.kr/math/user/main/view.do,,,available departments (24).xlsx,KyungHee University,,
44,경희대학교,Kyung Hee University,Embassy Track,A,Global,응용물리학과,Department of Applied Physics,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://physics.khu.ac.kr/physics/user/main/view.do,,,available departments (24).xlsx,KyungHee University,,
45,경희대학교,Kyung Hee University,Embassy Track,A,Global,응용화학과,Department of Applied Chemistry,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://applchem.khu.ac.kr/applchem/user/main/view.do,,,available departments (24).xlsx,KyungHee University,,
46,경희대학교,Kyung Hee University,Embassy Track,A,Global,우주과학과,Department of Astronomy and Space Science,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://space.khu.ac.kr/space/user/main/view.do,82-031-201-2440,,available departments (24).xlsx,KyungHee University,,
47,경희대학교,Kyung Hee University,Embassy Track,A,Global,유전생명공학과,Department of Genetics and Biotechnology,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://genetech.khu.ac.kr/genetech/user/main/view.do,82-031-201-2433,,available departments (24).xlsx,KyungHee University,,
48,경희대학교,Kyung Hee University,Embassy Track,A,Global,식품생명공학과,Department of Food Science & BIO Technology,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://fst.khu.ac.kr/fst/user/main/view.do,82-031-201-2623,,available departments (24).xlsx,KyungHee University,,
49,경희대학교,Kyung Hee University,Embassy Track,A,Global,융합바이오∙신소재공학과,Department of Convergent Biotechnology and Advanced Materials Science,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://ecosystem.khu.ac.kr/ecosystem/user/main/view.do,82-031-201-2601,,available departments (24).xlsx,KyungHee University,,
50,경희대학교,Kyung Hee University,Embassy Track,A,Global,스마트팜과학과,Department of Smart-Farm Science,자연,Natural Sciences,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://smartfarmsci.khu.ac.kr/smartfarm/user/main/view.do,,,available departments (24).xlsx,KyungHee University,,
51,경희대학교,Kyung Hee University,Embassy Track,A,Global,프랑스어과,Department of French,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://france.khu.ac.kr/,82-031-201-2212,,available departments (24).xlsx,KyungHee University,,
52,경희대학교,Kyung Hee University,Embassy Track,A,Global,스페인어학과,Department of Spanish,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://spanish.khu.ac.kr/,82-031-201-2232,,available departments (24).xlsx,KyungHee University,,
53,경희대학교,Kyung Hee University,Embassy Track,A,Global,러시아어학과,Department of Russian,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://russia.khu.ac.kr/,82-031-201-2225,,available departments (24).xlsx,KyungHee University,,
54,경희대학교,Kyung Hee University,Embassy Track,A,Global,중국어학과,Department of Chinese,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://zhongwen.khu.ac.kr/,82-031-201-2219,,available departments (24).xlsx,KyungHee University,,
55,경희대학교,Kyung Hee University,Embassy Track,A,Global,일본어학과,Department of Japanese,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://japanese.khu.ac.kr/,82-031-201-2226,,available departments (24).xlsx,KyungHee University,,
56,경희대학교,Kyung Hee University,Embassy Track,A,Global,한국어학과,Department of Korean,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://korean.khu.ac.kr/,82-031-201-2239,"1. Korean
2. Korean Contents Studies ",available departments (24).xlsx,KyungHee University,,
57,경희대학교,Kyung Hee University,Embassy Track,A,Global,글로벌커뮤니케이션학부,School of Global Communication,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://deptofenglish.khu.ac.kr/,82-031-201-2204,"1. British-American Language and Literature
2. British-American Culture",available departments (24).xlsx,KyungHee University,,
58,경희대학교,Kyung Hee University,Embassy Track,A,Global,산업디자인학과,Department of Industrial Design,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://id.khu.ac.kr/html/,82-031-201-2672,,available departments (24).xlsx,KyungHee University,,
59,경희대학교,Kyung Hee University,Embassy Track,A,Global,시각디자인학과,Department of Visual Design,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://vd.khu.ac.kr/html/,82-031-201-2672,,available departments (24).xlsx,KyungHee University,,
60,경희대학교,Kyung Hee University,Embassy Track,A,Global,환경조경디자인학과,Department of Landscape Architecture,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://la.khu.ac.kr/,82-031-201-2672,,available departments (24).xlsx,KyungHee University,,
61,경희대학교,Kyung Hee University,Embassy Track,A,Global,의류디자인학과,Department of Textile and Clothing Design,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://tc.khu.ac.kr/html/,82-031-201-2672,,available departments (24).xlsx,KyungHee University,,
62,경희대학교,Kyung Hee University,Embassy Track,A,Global,디지털콘텐츠학과,Department of Digital Contents,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://dc.khu.ac.kr/html/,82-031-201-2672,,available departments (24).xlsx,KyungHee University,,
63,경희대학교,Kyung Hee University,Embassy Track,A,Global,도예학과,Department of Ceramics,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://ca.khu.ac.kr/html/,82-031-201-2637,,available departments (24).xlsx,KyungHee University,,
64,경희대학교,Kyung Hee University,Embassy Track,A,Global,연극영화학과,Department of Theater & Film,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://ft.khu.ac.kr/html/,82-031-201-2672,,available departments (24).xlsx,KyungHee University,,
65,경희대학교,Kyung Hee University,Embassy Track,A,Global,체육학과,Department of Physical Education,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://sports.khu.ac.kr/,82-031-201-2700~2,,available departments (24).xlsx,KyungHee University,,
66,경희대학교,Kyung Hee University,Embassy Track,A,Global,스포츠의학과,Department of Sports Medicine,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://sports.khu.ac.kr/02/03_01.php,82-031-201-2700~2,,available departments (24).xlsx,KyungHee University,,
67,경희대학교,Kyung Hee University,Embassy Track,A,Global,골프산업학과,Department of Golf Industry,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://sports.khu.ac.kr/02/04_01.php,82-031-201-2700~2,,available departments (24).xlsx,KyungHee University,,
68,경희대학교,Kyung Hee University,Embassy Track,A,Global,태권도학과,Department of Taekwondo,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://sports.khu.ac.kr/02/04_01.php,82-031-201-2700~2,* must submits the certificate of Taekwondo level 2 or higher,available departments (24).xlsx,KyungHee University,,
69,경희대학교,Kyung Hee University,Embassy Track,A,Global,스포츠지도학과,Department of Coaching,예체능,Arts & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,http://sports.khu.ac.kr/02/04_01.php,82-031-201-2700~2,,available departments (24).xlsx,KyungHee University,,
"* English Track program: An admission unit separate from Korean Track program. English proficiency is required to apply and the majority of 
required classes to graduate will be conducted in English",,,,,,,,,,,,,,,,,,available departments (24).xlsx,KyungHee University,,
No.,대학명,"University
(대학알리미 공시 명칭)","Application
Track",Embassy Track Type,Campus Location,학과명,"Department
(대학알리미 공시 명칭)",학과계열,"Field of Study
(Division)",Degree Program,"Period
(years)",Medium of Instruction,Required TOPIK for Admission after Language Program,Program starts,Website URL for detailed information,Telephone for detailed information,Remarks,available departments (25).xlsx,Myongji University,,
1,명지대학교,Myongji University,Embassy Track,A,Seoul,국어국문학전공,Department of Korean Language & Literature,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://enter.mju.ac.kr/,+82-2-300-1513,,available departments (25).xlsx,Myongji University,,
2,명지대학교,Myongji University,Embassy Track,A,Seoul,영어영문학전공,Department of English Language & Literature,인문,Humanities,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://enter.mju.ac.kr/,+82-2-300-1513,,available departments (25).xlsx,Myongji University,,
